PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC
61.245000000000005,76.33,15.899999999999999,39.269999999999996,1.52,88.00999999999999,-4.21,-5.734999999999999,288.51,72.78999999999999,101456.92499999999
89.805,108.13,12.489999999999998,35.14,1.65,116.905,-4.715,-2.405,290.9,79.065,101367.195
65.21,71.185,12.91,34.89,1.685,64.65,-4.88,-5.0649999999999995,289.65,68.07499999999999,101633.785
48.175,61.44,10.665,25.66,1.0250000000000001,112.565,-8.335,-2.675,289.65999999999997,69.945,101674.14499999999
27.435000000000002,38.925,6.574999999999999,39.355,0.625,79.71000000000001,-7.105,-0.49,291.47,81.13,101614.95000000001
30.205,39.769999999999996,6.475,32.155,0.7250000000000001,84.67,-8.415,-0.625,291.83500000000004,82.96,101687.395
33.115,40.0,5.279999999999999,29.255,0.6699999999999999,93.94999999999999,-8.415,0.375,292.075,87.68,101616.185
30.04,42.52,6.53,53.629999999999995,0.815,69.53,-4.645,-0.41500000000000004,292.615,85.845,101519.265
37.875,59.675,9.190000000000001,48.89,1.26,73.735,-5.51,-2.505,293.245,78.01,101513.33499999999
31.845,51.105000000000004,5.165,27.985,1.205,72.57,-9.100000000000001,-1.01,292.64,93.00999999999999,101343.6
34.325,48.42,5.725,64.35,0.97,43.285,-4.42,-0.615,293.17999999999995,96.47,101390.465
30.055,39.004999999999995,6.855,54.28,1.005,38.745000000000005,-4.800000000000001,-0.135,293.71500000000003,94.625,101313.135
19.285,27.205,5.375,25.27,0.855,58.19499999999999,-4.765000000000001,0.45999999999999996,292.5,96.91499999999999,101179.26000000001
24.375,32.525,4.925,19.43,1.165,67.005,-6.87,1.355,292.75,95.63,100913.76999999999
12.945,18.96,7.81,20.28,1.315,37.26,-5.23,-9.355,287.18,79.12,101431.61
16.505,19.64,8.395,16.565,1.12,37.660000000000004,-3.3,-8.165,284.765,68.8,101777.465
48.25,51.81,10.975,22.505000000000003,1.025,36.335,-2.625,-3.6399999999999997,288.345,69.055,101537.63
27.285,33.355000000000004,6.67,13.375,0.725,67.295,-6.1,-1.9649999999999999,291.75,76.745,101414.54000000001
29.95,35.52,7.8149999999999995,13.54,0.94,63.095,-4.46,-7.595000000000001,290.82,71.7,101538.84
20.985,26.675,7.835,16.87,1.02,52.54,-4.735,-5.135,289.28499999999997,74.595,101445.285
33.269999999999996,42.82,6.109999999999999,26.825,0.7350000000000001,65.925,-6.17,-1.01,292.83500000000004,90.0,101194.61499999999
39.16,45.9,10.55,42.08,0.9850000000000001,52.54,-3.24,-5.625,293.14,77.13,101241.47
25.564999999999998,37.915,6.9399999999999995,15.33,0.94,59.17,-8.01,-3.335,290.92,78.55,101289.395
36.754999999999995,48.165,4.9350000000000005,22.994999999999997,0.75,71.58000000000001,-6.5,0.205,292.8,90.18,101018.41500000001
29.285,35.945,4.56,44.125,0.6399999999999999,46.06,-3.54,1.985,293.66999999999996,96.22,100829.725
28.79,38.44,8.815000000000001,44.11,0.9749999999999999,37.195,-2.455,-6.015,292.025,81.265,101014.945
24.57,35.915,9.39,23.65,1.02,53.15,-5.535,-7.115,289.18,69.785,101471.43
31.625,42.225,8.805,31.665,0.79,63.505,-6.63,-4.015,291.15,72.69,101518.98
30.330000000000002,42.445,12.025,32.435,0.975,54.81,-3.915,-7.699999999999999,291.66499999999996,66.55,101623.63500000001
28.725,36.269999999999996,9.09,19.055,0.86,66.155,-6.9399999999999995,-5.0,290.375,70.68,101691.025
43.06,55.3,6.9399999999999995,21.68,0.815,77.91,-8.559999999999999,-3.105,292.125,77.905,101521.455
36.925,47.675,4.735,22.58,0.69,83.505,-7.949999999999999,-0.5,293.69500000000005,87.495,101348.36
36.875,48.485,4.995,39.14,0.7,56.84,-4.845000000000001,0.9249999999999999,294.27,93.78,101114.95499999999
35.01,50.56,8.815,53.620000000000005,0.875,29.715,0.505,0.275,294.505,92.27000000000001,100911.065
19.814999999999998,28.525,6.279999999999999,24.990000000000002,0.81,57.705,-5.305,1.965,293.385,92.755,100799.645
26.875,33.55,3.5,34.95,0.615,50.505,-3.26,3.44,293.82,96.69,100881.92499999999
25.015,35.24,10.055,37.045,1.175,26.330000000000002,-3.6999999999999997,-9.36,287.42,82.1,101566.64
33.41,41.635000000000005,12.504999999999999,26.51,1.08,43.004999999999995,-2.95,-8.48,287.48,64.25,101826.11499999999
36.76,51.415,14.545,32.42,0.78,72.085,-5.71,-4.91,289.025,53.230000000000004,101782.64499999999
35.375,53.98,8.91,29.47,0.605,92.295,-7.965,-2.4,291.19,54.05,101765.58499999999
37.285,62.870000000000005,7.815,33.955,0.555,89.905,-6.625,-0.67,292.175,69.485,101597.135
43.665,63.724999999999994,9.219999999999999,66.6,0.64,66.025,-2.745,0.445,293.25,65.64,101476.945
56.955,84.46000000000001,13.495000000000001,91.62,0.745,50.04,-0.265,1.85,293.66999999999996,68.795,101230.84
37.615,49.540000000000006,7.49,56.82,0.52,73.765,-2.145,3.215,293.38,73.91499999999999,101034.775
23.555,30.2,5.59,50.28,0.405,49.995000000000005,-2.08,2.34,293.07,83.18,101019.23000000001
26.869999999999997,41.04,5.855,30.59,0.44,68.325,-7.3,0.515,292.655,88.59,101169.355
26.134999999999998,40.29,4.9799999999999995,22.925,0.47,77.535,-6.325,1.455,292.86,92.27000000000001,101022.59
27.58,38.545,5.3149999999999995,59.864999999999995,0.48,36.06,-1.28,2.41,293.995,93.16,100957.14
38.575,58.605000000000004,10.815,38.535,0.915,45.055,-7.5600000000000005,-3.96,292.25,78.17,101404.27
38.08,52.69,7.335,20.66,0.62,91.41499999999999,-8.275,-0.685,292.105,76.195,101550.265
32.475,43.535,5.76,19.79,0.495,96.68,-6.8149999999999995,1.085,292.845,86.80000000000001,101397.68
26.165,34.09,4.305,30.07,0.425,70.25999999999999,-3.375,3.8,293.64,94.785,100885.79000000001
27.665,37.66,10.719999999999999,42.58,0.465,41.989999999999995,2.205,2.96,294.365,93.34,100636.715
21.41,27.91,4.43,35.125,0.395,29.415,-0.3,5.46,294.52,96.89,100627.45
18.64,24.740000000000002,4.49,35.94,0.38,34.225,0.44,5.015000000000001,295.145,93.735,100759.795
36.805,52.285,6.404999999999999,44.224999999999994,0.695,44.79,-5.965,0.575,294.525,94.10499999999999,100815.75
38.08,49.595,4.875,29.67,0.54,61.03,-4.865,2.705,294.64,94.715,100756.575
30.11,39.019999999999996,4.404999999999999,39.8,0.49,37.870000000000005,-1.625,3.435,294.51,95.18,100674.88500000001
25.65,34.855000000000004,9.69,42.485,0.445,28.85,1.98,2.935,294.85,91.735,100558.535
33.35,49.099999999999994,10.41,26.87,0.72,59.989999999999995,-8.905000000000001,-1.5499999999999998,294.63,84.88499999999999,100681.475
30.625,44.15,3.88,24.14,0.595,78.4,-6.555,3.85,295.19500000000005,93.065,100550.34
24.285,33.565,7.87,45.095,0.8600000000000001,31.96,-3.33,-4.029999999999999,292.93,81.91499999999999,100804.86499999999
23.445,29.075,4.845,39.975,0.565,54.57000000000001,-6.515000000000001,2.27,294.94,92.945,100717.99
25.130000000000003,32.285,4.64,42.51,0.645,60.199999999999996,-4.890000000000001,-0.6599999999999999,295.39,92.0,100722.37
19.25,30.15,3.74,19.625,0.475,81.105,-11.315000000000001,0.385,294.92,92.69,100673.23999999999
20.43,26.625,5.4350000000000005,29.195,0.605,60.045,-6.235,-2.92,294.515,89.555,100870.2
23.165,34.06,4.865,27.275,0.435,74.60499999999999,-6.91,0.435,294.985,90.35,100941.955
28.53,36.32,4.785,51.275,0.45,53.730000000000004,-4.390000000000001,0.36,295.53,91.715,100901.02
44.95,54.065,5.1850000000000005,20.59,0.6100000000000001,96.9,-9.265,2.7199999999999998,295.38,90.66499999999999,100621.41
31.509999999999998,37.599999999999994,3.245,20.740000000000002,0.5249999999999999,71.605,-6.01,5.545,296.1,95.505,100194.325
11.43,24.345,5.65,26.97,0.305,40.14,1.6949999999999998,8.559999999999999,297.31,96.215,99880.17
23.61,27.240000000000002,11.04,26.205,0.845,52.99,-0.47500000000000003,-11.945,292.13,69.28999999999999,100454.255
32.65,47.945,10.370000000000001,21.045,0.5,80.625,-6.87,-5.005,290.36,66.92,100772.515
37.6,51.245,7.045,32.755,0.485,76.185,-7.959999999999999,-0.54,293.66499999999996,85.04,100773.32
28.05,36.655,5.005,36.79,0.525,55.905,-5.6850000000000005,-1.34,294.625,90.38,100938.145
42.405,50.15,7.835,32.3,0.6699999999999999,48.78,-6.01,-4.46,293.85,76.315,101175.445
44.265,50.515,8.56,41.4,0.665,52.62,-8.065000000000001,-4.365,292.90999999999997,67.91,101226.91500000001
34.19,41.614999999999995,7.465,29.119999999999997,0.53,62.464999999999996,-6.085,-3.19,292.52,68.41499999999999,101355.56
32.26,45.64,8.06,44.375,0.485,71.05499999999999,-5.535,-0.6950000000000001,294.1,58.715,101144.71
89.765,130.11,34.0,101.41,0.89,72.505,2.375,-0.39,294.865,70.05,100862.985
95.31,123.92500000000001,18.26,70.69,0.9550000000000001,102.77000000000001,-1.29,1.5550000000000002,294.685,85.55000000000001,100612.16
51.35,62.209999999999994,7.0649999999999995,36.885000000000005,0.575,80.79,-0.565,4.8149999999999995,294.935,91.78,100393.41
29.785,37.245,5.395,45.129999999999995,0.49,42.685,1.19,4.865,295.815,98.935,100305.66
23.55,29.795,5.0,39.065,0.445,34.465,0.79,5.550000000000001,296.12,99.85499999999999,100340.01
18.495,24.380000000000003,4.475,30.13,0.375,32.785,0.655,5.25,296.45000000000005,99.32,100352.42
15.850000000000001,20.28,3.7249999999999996,26.36,0.27,51.655,-1.125,4.895,296.41499999999996,98.95,100532.33
23.77,35.405,6.805,30.99,0.64,43.519999999999996,-5.46,-4.18,293.55,87.97,100938.87
26.43,37.69,4.585,16.565,0.405,85.75,-9.45,0.43,294.14,91.25,101028.88
27.875,36.97,4.165,28.79,0.395,74.36500000000001,-5.975,1.49,295.11,94.23,100946.23
25.025,33.045,5.375,46.61,0.375,36.08,-1.73,2.8499999999999996,295.76,96.03,100765.265
24.955,32.955,8.61,38.19,0.39,34.235,1.185,2.46,296.40999999999997,98.08,100655.63
23.384999999999998,34.16,6.965,31.380000000000003,0.77,54.69499999999999,-6.82,-2.855,295.58500000000004,87.86500000000001,100780.11
54.2,71.59,6.08,20.22,0.79,105.965,-9.605,0.85,296.04,88.445,100661.335
30.43,38.82,3.425,20.785,0.51,86.92,-6.605,2.385,296.765,92.965,100595.98999999999
18.945,26.735,2.8449999999999998,21.785,0.37,65.315,-5.13,4.2250000000000005,297.07,95.345,100592.13500000001
17.965,23.015,4.545,36.055,0.46499999999999997,39.269999999999996,1.0050000000000001,3.34,297.15,90.74,100355.62
25.725,34.54,11.75,34.235,0.7150000000000001,60.505,-4.24,-3.605,294.84000000000003,78.32,100401.33499999999
20.68,30.494999999999997,5.795,17.99,0.445,92.80000000000001,-9.495000000000001,-1.815,295.125,70.03,100501.0
32.595,41.345,6.605,33.3,0.5700000000000001,76.12,-7.34,-3.46,294.985,82.14500000000001,100562.1
37.47,44.635,7.175000000000001,31.21,0.78,71.85,-5.095,-4.975,294.625,82.36500000000001,100807.91500000001
29.335,37.065,5.385,26.055,0.675,60.66,-6.165,-2.8,295.565,87.91,100857.92499999999
26.295,34.57,4.505,22.495,0.5700000000000001,60.10000000000001,-6.449999999999999,0.11500000000000002,296.57000000000005,94.62,100689.475
22.54,28.275,3.68,21.57,0.41000000000000003,64.47,-6.165,1.135,296.595,95.995,100593.87
16.345,24.39,3.335,23.425,0.375,51.47,-6.9350000000000005,2.24,297.01,96.10499999999999,100498.9
12.58,19.119999999999997,3.8850000000000002,25.52,0.375,36.58,-2.03,4.25,297.54499999999996,97.22,100399.345
15.305,21.240000000000002,5.97,35.05,0.395,30.265,1.105,4.275,297.72,96.105,100286.10500000001
39.790000000000006,54.52,18.11,58.295,0.875,42.295,2.625,1.89,298.21000000000004,89.32499999999999,100134.60500000001
39.495,48.675,9.165,38.81,1.01,49.54,2.585,2.33,297.75,92.095,100220.79999999999
23.975,31.77,6.03,24.595,0.48,55.19,-0.775,2.885,297.08000000000004,97.14,100227.93
17.85,21.384999999999998,3.285,26.875,0.31,45.59,-3.3,4.02,297.27,96.63499999999999,100121.63
8.64,14.844999999999999,3.01,17.69,0.275,38.84,-1.085,7.404999999999999,298.45500000000004,97.58,99980.78
6.955,15.709999999999999,4.605,27.575,0.28500000000000003,35.739999999999995,1.385,7.86,299.19,97.42,99989.975
23.78,35.025,6.105,49.730000000000004,0.7,31.015,2.325,3.77,299.165,96.4,100191.89
11.23,18.595,7.285,28.200000000000003,0.35,34.085,2.66,5.029999999999999,298.95,98.91999999999999,100125.8
9.209999999999999,18.515,7.8100000000000005,17.9,0.275,40.945,3.995,5.725,299.20500000000004,97.685,99971.255
12.115,23.545,5.385,22.59,0.375,43.355000000000004,3.395,5.425,299.225,97.78,99930.495
10.1,18.0,7.09,30.625,0.38,39.879999999999995,2.685,5.08,299.33500000000004,96.595,99969.48
8.58,13.22,6.61,34.769999999999996,0.41,38.605000000000004,2.5999999999999996,4.375,299.33500000000004,93.685,100103.02
17.19,25.875,7.73,37.025,0.545,26.365000000000002,0.23,1.585,299.25,94.055,100267.635
16.065,24.625,8.6,33.74,0.45,32.980000000000004,-0.8049999999999999,2.315,299.08,93.74000000000001,100387.86
6.135,9.175,2.8649999999999998,23.240000000000002,0.29,40.94,-3.955,4.07,299.15,93.63499999999999,100366.45999999999
4.56,10.825,4.335,15.79,0.275,34.75,-0.16499999999999998,8.125,299.63,92.625,100155.85500000001
6.16,13.895,7.550000000000001,17.37,0.3,36.14,3.41,7.01,299.98,93.12,100100.055
6.84,13.71,5.7,20.145,0.30500000000000005,31.42,0.915,5.665,299.815,93.87,100332.67000000001
6.595,11.39,2.85,21.935,0.3,23.93,-1.125,4.535,299.46000000000004,95.36,100534.33499999999
8.27,15.280000000000001,4.45,24.7,0.33499999999999996,17.575,-0.435,2.75,299.135,93.47999999999999,100534.685
10.97,19.939999999999998,9.955,24.744999999999997,0.365,23.855,1.475,2.995,298.885,92.41,100418.005
11.03,18.93,6.495,22.520000000000003,0.33999999999999997,30.155,1.725,3.62,299.04499999999996,91.475,100269.01000000001
10.585,21.244999999999997,7.98,22.165,0.4,33.985,3.92,2.885,299.795,88.63,100148.85
13.48,27.79,9.78,26.895,0.52,36.44,3.5300000000000002,2.38,300.245,87.845,100182.94
9.82,16.075000000000003,6.745,18.7,0.37,34.09,2.065,3.685,300.125,87.795,100387.38
6.77,10.64,2.835,22.9,0.3,25.405,-0.305,4.25,300.06,86.89500000000001,100488.475
6.395,9.254999999999999,2.04,21.384999999999998,0.32,30.830000000000002,-1.5499999999999998,5.035,300.21000000000004,86.12,100441.395
7.904999999999999,12.015,4.285,14.879999999999999,0.33499999999999996,33.67,1.165,6.125,300.41999999999996,85.55000000000001,100129.39
8.61,14.934999999999999,6.654999999999999,13.365,0.295,33.56,3.32,6.95,300.78999999999996,86.94999999999999,99803.945
6.359999999999999,14.265,6.82,15.065,0.295,35.86,3.495,6.005000000000001,301.01,89.85499999999999,99616.29500000001
8.700000000000001,17.735,6.32,25.83,0.395,32.635,2.505,4.715,300.96000000000004,90.3,99584.83
18.79,24.205,7.755,29.925,0.875,40.28,-2.11,-8.91,296.97,81.445,99790.54999999999
23.865000000000002,28.055,8.945,18.215,0.825,66.89,-3.325,-8.415,297.905,77.97999999999999,99967.255
21.295,31.68,7.215,20.53,0.81,49.065,-5.495,-6.449999999999999,299.095,79.455,99822.215
15.05,24.119999999999997,6.655,21.485,0.68,35.905,-8.695,-8.265,300.33500000000004,78.64500000000001,99547.755
7.34,16.125,2.52,16.295,0.29000000000000004,42.83,-13.469999999999999,0.78,301.145,88.185,99534.88
5.955,13.59,2.455,11.765,0.245,40.025000000000006,-10.02,2.58,301.155,88.88499999999999,99810.98999999999
3.83,10.844999999999999,2.435,13.555,0.21000000000000002,32.5,-9.29,1.935,301.21000000000004,87.00999999999999,99749.695
4.075,8.875,2.9000000000000004,19.02,0.22499999999999998,26.995,-4.49,2.605,300.615,87.8,99595.65
11.325,24.54,7.414999999999999,30.285,0.45999999999999996,33.115,0.77,1.815,300.65,86.125,99554.63
17.795,31.09,9.495000000000001,32.955,0.495,46.125,2.12,1.77,301.15,83.66,99608.85
13.615,23.505,4.235,15.795,0.46,49.379999999999995,-4.59,-2.1799999999999997,301.015,83.58,99636.49
6.234999999999999,16.009999999999998,3.085,11.515,0.32499999999999996,48.34,-10.49,-2.035,300.815,87.0,99458.57
3.02,8.565,2.515,11.65,0.255,41.54,-5.949999999999999,4.9,300.70000000000005,89.455,99575.365
3.755,11.22,4.265000000000001,15.469999999999999,0.295,34.239999999999995,1.125,7.26,300.53999999999996,89.985,99863.76999999999
7.065,15.149999999999999,6.3100000000000005,11.515,0.32999999999999996,40.945,3.145,8.504999999999999,300.575,88.625,99993.685
7.5,15.655000000000001,6.745,9.379999999999999,0.435,47.224999999999994,4.390000000000001,8.085,300.865,88.10499999999999,99982.57
7.49,15.684999999999999,6.8,10.475,0.32,46.405,3.495,7.34,300.99,88.17,99957.29500000001
5.9399999999999995,13.02,5.59,9.4,0.27,46.115,2.37,8.12,301.02,87.62,99969.54000000001
5.405,11.469999999999999,3.49,9.525,0.24000000000000002,44.394999999999996,0.585,7.67,300.91499999999996,87.93,100133.37
5.3950000000000005,9.16,2.54,12.995000000000001,0.26,31.979999999999997,-2.395,4.07,300.6,85.545,100245.395
4.84,15.05,2.8049999999999997,11.945,0.25,31.05,-10.27,-0.49,300.655,87.03999999999999,99946.265
1.895,10.045,2.335,9.405000000000001,0.21000000000000002,33.705,-6.325,7.88,300.625,87.91499999999999,100157.155
2.6550000000000002,7.395,2.495,13.149999999999999,0.2,32.4,-3.08,6.23,300.57000000000005,87.65,100343.5
4.495,8.16,3.6849999999999996,16.134999999999998,0.2,29.945,-1.09,5.25,300.36,85.775,100246.495
6.395,10.465,5.34,17.1,0.22,31.755000000000003,0.805,4.855,300.485,82.18,100216.365
5.625,9.68,3.9949999999999997,14.524999999999999,0.20500000000000002,29.775,1.305,6.13,300.32,85.47,100270.8
2.57,7.02,2.6500000000000004,11.8,0.21500000000000002,29.884999999999998,0.01999999999999999,8.04,300.275,87.535,100366.205
3.7649999999999997,8.08,2.195,14.27,0.235,31.395,-1.38,5.94,300.29999999999995,85.285,100468.98999999999
7.29,11.415,2.7800000000000002,19.625,0.25,33.135000000000005,-2.05,3.435,300.145,83.38,100344.35
8.715,12.915000000000001,2.14,22.55,0.285,26.9,-1.055,2.8,300.19500000000005,81.13499999999999,100231.16
11.545,20.025,5.115,24.085,0.405,27.435000000000002,1.045,2.3,300.45500000000004,80.49,100266.44
27.165,45.75,11.56,34.0,0.7,71.055,4.775,0.75,301.0,81.88,99970.055
36.06,54.504999999999995,14.045,34.480000000000004,0.75,67.12,6.855,1.8599999999999999,301.66499999999996,82.15,99584.35
9.879999999999999,17.405,5.64,11.515,0.345,46.125,3.9050000000000002,6.140000000000001,300.71500000000003,88.91,99894.265
3.565,7.775,1.9849999999999999,16.24,0.24,29.775,-0.515,5.470000000000001,300.385,88.41499999999999,100193.265
2.9299999999999997,5.475,1.955,19.020000000000003,0.245,22.41,-2.1100000000000003,3.9450000000000003,300.52,84.315,100185.245
4.37,7.47,2.215,15.945,0.235,25.310000000000002,-5.055,1.255,300.485,84.67,100012.59
11.955,21.38,4.235,25.175,0.47,40.41,-3.9450000000000003,0.42,301.405,77.16,99809.54500000001
6.529999999999999,11.86,2.945,14.370000000000001,0.305,37.79,-5.574999999999999,0.455,301.21500000000003,82.63499999999999,99902.83
2.755,8.45,2.1550000000000002,12.95,0.22499999999999998,30.795,-6.8100000000000005,4.705,301.14,86.13499999999999,100014.15
3.715,8.225000000000001,2.375,11.705,0.235,35.775,-7.125,3.02,300.96500000000003,84.935,100047.70499999999
3.83,7.95,2.395,12.41,0.195,28.189999999999998,-7.619999999999999,1.855,300.76,84.06,100145.005
4.83,9.075,2.52,16.224999999999998,0.235,23.99,-6.029999999999999,2.01,301.06,85.185,100245.325
4.015000000000001,7.609999999999999,2.31,17.27,0.255,26.700000000000003,-5.59,2.915,300.745,85.35499999999999,100072.44
2.06,5.585,2.04,14.540000000000001,0.255,36.959999999999994,-3.1100000000000003,7.26,300.34000000000003,88.03999999999999,99811.465
2.5700000000000003,7.08,2.025,16.22,0.285,34.915,-2.55,6.555,300.225,89.85,99826.61499999999
2.255,8.69,2.34,13.82,0.255,36.144999999999996,-4.2250000000000005,8.535,300.335,89.66,99950.81
2.3049999999999997,8.33,2.275,15.370000000000001,0.24,29.275,-4.460000000000001,6.609999999999999,300.315,90.095,100166.555
4.375,8.935,2.855,20.705,0.255,28.52,-4.06,3.77,300.265,87.445,100260.445
8.584999999999999,14.490000000000002,3.24,22.32,0.27,24.564999999999998,-3.6950000000000003,0.8400000000000001,300.125,84.27000000000001,100065.10500000001
4.085,11.545,2.375,13.985,0.20500000000000002,24.64,-6.71,0.325,300.31,90.96000000000001,99918.29000000001
6.375,17.884999999999998,3.36,13.48,0.33999999999999997,22.310000000000002,-9.705,-3.06,301.03,81.865,99777.20999999999
6.145,20.97,3.17,13.9,0.315,36.17,-15.275,-2.46,301.085,82.605,99451.775
2.1,17.439999999999998,2.105,12.045,0.245,33.465,-9.504999999999999,8.47,300.91499999999996,87.63,100047.57999999999
3.25,9.295,2.97,18.845,0.265,32.235,-4.42,4.5,300.555,88.68,100475.16500000001
11.425,20.48,8.6,37.035,0.42500000000000004,25.04,-0.815,2.225,300.55499999999995,84.05000000000001,100408.595
5.9,10.665,3.63,24.15,0.25,25.525,-4.1450000000000005,1.665,300.4,85.23,100328.845
2.715,8.735,2.595,14.1,0.21500000000000002,27.345,-7.145,2.8200000000000003,300.55,89.715,100413.35
2.9749999999999996,8.024999999999999,2.89,19.115000000000002,0.245,30.445,-3.3449999999999998,4.695,300.58,86.875,100469.495
12.835,23.994999999999997,7.27,30.645000000000003,0.43,44.045,1.6600000000000001,2.755,300.93,83.325,100401.15
22.75,41.105000000000004,11.48,38.74,0.74,47.735,1.96,1.42,301.2,81.58500000000001,100304.23999999999
14.59,22.825000000000003,3.395,24.775,0.41000000000000003,42.89,-3.12,1.05,300.83000000000004,83.58500000000001,100302.20999999999
13.345,24.985,4.325,24.545,0.495,44.36,-3.465,-0.665,301.175,82.405,100058.315
18.775,29.5,5.605,21.05,0.55,46.900000000000006,-8.775,-6.09,302.53,72.015,99567.515
5.825,19.125,2.42,6.619999999999999,0.33999999999999997,44.379999999999995,-13.940000000000001,4.37,301.09000000000003,85.66499999999999,99226.62
4.055,15.13,2.82,8.915,0.34,48.19,-1.135,13.18,300.805,89.465,99556.19
4.42,11.504999999999999,3.115,13.184999999999999,0.345,43.615,0.13,11.145,300.735,89.86500000000001,99382.91
5.135,11.969999999999999,3.3850000000000002,15.975000000000001,0.33999999999999997,43.855000000000004,0.315,9.55,300.88,89.855,99267.63
6.105,11.71,2.0949999999999998,19.715,0.355,40.84,-1.44,6.1,300.97,88.07,99428.215
8.515,13.365,3.41,27.22,0.41000000000000003,35.19,-2.2800000000000002,2.23,300.88,86.37,99485.01999999999
35.379999999999995,51.105000000000004,10.940000000000001,56.650000000000006,0.9650000000000001,55.335,0.19999999999999998,0.7050000000000001,300.84000000000003,88.185,99426.995
59.855,86.035,14.59,65.62,1.24,79.69,3.7750000000000004,-1.28,301.99,81.135,99229.19
55.144999999999996,75.47999999999999,15.65,48.385000000000005,1.17,55.165000000000006,7.904999999999999,1.72,301.82,83.83,98950.68
19.625,33.43,6.335,19.41,0.64,57.03,6.13,6.38,300.85,90.025,99182.88500000001
5.705,13.555,2.84,15.905000000000001,0.32,45.555,-0.36,8.43,300.42499999999995,91.005,99636.15
4.195,9.74,2.175,18.145,0.33,38.57,-4.265000000000001,4.949999999999999,300.37,89.68,99976.595
6.275,11.184999999999999,3.0799999999999996,27.32,0.33999999999999997,31.17,-2.955,2.335,300.49,86.575,100068.64
14.2,28.445,7.74,34.355000000000004,0.5700000000000001,22.165,0.725,1.98,300.665,84.88,100046.745
17.47,31.735,8.85,36.61,0.5800000000000001,28.975,2.915,1.9649999999999999,301.15999999999997,80.10499999999999,99971.715
19.765,33.72,10.129999999999999,33.015,0.495,43.385000000000005,3.4000000000000004,2.5549999999999997,301.125,82.495,99894.33499999999
27.17,39.62,9.629999999999999,39.085,0.63,62.25,5.185,3.375,301.025,88.22,99988.28
32.155,42.625,9.24,51.614999999999995,0.73,38.455,4.66,1.335,300.42,89.97,100163.34
30.165,42.88,8.615,48.04,0.915,35.989999999999995,0.35,-1.23,300.5,80.86,100383.525
21.91,32.055,9.0,28.73,0.655,38.835,1.56,1.125,300.255,84.58500000000001,100458.12
9.04,15.655000000000001,6.035,33.705,0.47500000000000003,26.795,-0.48,1.455,300.115,86.72,100289.32
9.46,12.42,3.24,18.93,0.295,49.13,-5.455,3.51,300.24,84.34,100286.275
